,Tanggal Tweet,Tweet Text,Jumlah Retweet,Jumlah Likes,Username,Language,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
90,2022-05-30 17:00:05+00:00,"A 2020 study suggests letting forests regrow naturally can help boost efforts to fight climate change. 🌲 But how, exactly? Learn more: https://t.co/fnMA90bXaI",0,1,Nature_Indiana,en,studi suggest let forest regrow natur help boost effort fight climat chang exactli learn more http fnma bxai,108,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.113, 'neu': 0.652, 'pos': 0.235, 'compound': 0.4215}",0.4215,Positive
91,2022-05-30 16:40:55+00:00,"The '#TreesforLife' initiative is a @EU_CoR  call to action - part of their #EUGreen 'Going Local’ campaign - in support of reforestation and greening of urban areas. This is in the context of the EU pledge to plant 3 billion addition trees by 2030. 
@sendboyle @corkcitycouncil https://t.co/7cNjvB8eWq",1,6,GinglesRonan,en,#treesforlif initi call action part their #eugreen go local campaign support reforest green urban area thi context pledg plant billion addit tree http cnjvb,156,"Sentiment(polarity=-0.025, subjectivity=0.1)","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.4019,Positive
92,2022-05-30 16:00:22+00:00,"No! It is the task of our generation to ensure a better future. Let's plant trees together using blockchain technology to counteract deforestation. 🙌 ✅ 

#deforestation #reforestation #plantingtrees #nft #forabettertomorrow https://t.co/Thafcr7vp6",1,5,MOTHERMARTHAXYZ,en,task gener ensur better futur plant tree togeth use blockchain technolog counteract deforest #deforest #reforest #plantingtre #nft #forabettertomorrow http thafcr,162,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positive
93,2022-05-30 15:55:33+00:00,Our Survival Depends on Renewable Energy and Reforestation..#Save Soil https://t.co/ghz0AmVoff,0,0,Shekar35924529,en,surviv depend renew energi reforest #save soil http amvoff,58,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,Positive
94,2022-05-30 15:39:12+00:00,"First trip to Reforestation of the year, and it absolutely kicked my ass. Legs are shot. https://t.co/lQhq4cKpl6",0,3,Badger8th,en,first trip reforest year absolut kick leg shot http lqhq ckpl,61,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
95,2022-05-30 15:34:50+00:00,https://t.co/IfQgKR1AYm,0,0,MShabani4,und,http ifqgkr,11,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
96,2022-05-30 15:30:32+00:00,"At the origin of Arabica coffee an #IKI project supports smallholder families to learn climate resilient practices. By that they can increase their income and contritbute to reforestation. 

Watch more in this new video 🎥➡ https://t.co/6cYJgUinsw https://t.co/XenjH5fECd",2,8,iki_germany,en,origin arabica coffe #iki project support smallhold famili learn climat resili practic that they increas their incom contritbut reforest watch more thi video http cyjguinsw http xenjh fecd,188,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}",0.4019,Positive
97,2022-05-30 15:26:35+00:00,"@Willy1000 @ncdave4life @ianrowley677 @KCTaz @Artist_is_in @android21539794 @AristotleMrs @BillBalzar @Veritatem2021 @WillWat6 @greg_blee @USNA_73 @BradPKeyes @DarthFeodor @Mark_A_Lunn @EricWil06256732 @alessandrocomi6 @MustBeJoshing @priscian @BlasphemousBan1 @Winston43105474 @Dannyboy7293 @ChrisBBacon3 @atherton_chris @3GHtweets @DGinCheshire @BointonGiles @AuroriaTwittori @RushhourP @MartinJBern @EthonRaptor @BailFund_Brawl @gstrandberg1 @Jakegsm @DTGvmd @wille99 @PaulDFarrar @JoeBiden Yes, both Chinese &amp; Indian governments have invested heavily in reforestation",0,0,Willard1951,en,both chines indian govern have invest heavili reforest,54,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
98,2022-05-30 15:24:34+00:00,Reforestation (Cause you need to touch it) https://t.co/zOUovR1NJH,0,6,HelstNYC,en,reforest caus need touch http zouovr,36,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
99,2022-05-30 15:22:07+00:00,"@TrenMayaMX Plantar arbustos en camellones de Quintana Roo no es reforestation.
#BájateDelTren",0,0,benito_moba,es,plantar arbusto camellon quintana reforest jatedeltren,54,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
100,2022-05-30 15:16:17+00:00,"@_HannahRitchie In wealthy/developed countries some portion is going to commercial/residential use, not returning to nature per se. 

Are you saying the land *could* go to reforestation or ""rewilding""? Or is there data on the share of ag land leaving production going to XYZ use?",0,1,EconBrent,en,wealthi develop countri some portion go commerci residenti return natur say land could reforest rewild there data share land leav product go,140,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.296}",0.296,Positive
101,2022-05-30 15:11:33+00:00,"Peacebuilding 🌳
We are dependent on the 
#SoilHealth Biodiversity ecosystems
Forestry culture 🌱🌿🌳🏔️
#reforestation 
#reforest #rainforest #riskmanagement https://t.co/61MbJNSnb4",0,0,SunceMore1,en,peacebuild depend #soilhealth biodivers ecosystem forestri cultur #reforest #reforest #rainforest #riskmanag http mbjnsnb,121,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
102,2022-05-30 15:10:14+00:00,"Sorry but this is not reforestation 

https://t.co/RQIcYshavg",0,6,timothy_schuler,en,sorri thi reforest http rqicyshavg,34,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
103,2022-05-30 15:00:58+00:00,Can the CareerTest contribute to reforestation? You bet! Check out our lastest collaboration with @onetreeplanted: https://t.co/00TDUsTVAP #careertest #environment https://t.co/iHroHRTVbp,0,0,CareerTest_,en,careertest contribut reforest check lastest collabor with http tdustvap #careertest #environ http ihrohrtvbp,108,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
104,2022-05-30 15:00:02+00:00,"Big congrats to our friend @cryptokuroto on these two little #plants with big personalities! Thank you for minting with us ❤️🌿

Wanna join in on the fun? + the cash #giveaways? + the vacation prizes? + the reforestation project?

Mint now: https://t.co/uRLBgi25c8

#greenchipnft https://t.co/euY9QIgaRS",3,7,PlantParade_nft,en,congrat friend these littl #plant with person thank mint with wanna join cash #giveaway vacat prize reforest project mint http urlbgi #greenchipnft http qigar,158,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.8807}",0.8807,Positive
105,2022-05-30 14:57:41+00:00,These drones are helping fight the climate crisis. #Dronecoria #team #seeds #drones #reforestation planting #trees #climatecrisis #biodiversity #ecosystem #technology @MalwareTechBlog @CsuiteTechPoint @antgrasso @marcusborba https://t.co/HgbxVs8PyE,1,2,wisdomplexus,en,these drone help fight climat crisi #dronecoria #team #seed #drone #reforest plant #tree #climatecrisi #biodivers #ecosystem #technolog http hgbxv,146,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.117, 'neu': 0.762, 'pos': 0.121, 'compound': 0.0258}",0.0258,Neutral
106,2022-05-30 14:40:25+00:00,@Minaboms Let’s start a reforestation…,0,1,TristanDC_,en,start reforest,14,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
107,2022-05-30 14:40:16+00:00,@_HannahRitchie Does this include bio-fuel crops? I'm guessing that is (currently) more significant than reforestation projects? What IS happening to the land that is no longer agricultural?,0,2,LiamJHogan,en,doe thi includ fuel crop guess that current more signific than reforest project what happen land that longer agricultur,119,"Sentiment(polarity=0.25, subjectivity=0.45)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
108,2022-05-30 14:27:57+00:00,https://t.co/lkbpNDT2ee https://t.co/nqXvj3BE4i,1,0,AfricanClimate,und,http lkbpndt http nqxvj,23,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
109,2022-05-30 14:13:54+00:00,https://t.co/Hcl1tleN1j,0,0,stiripesurse_ro,und,http tlen,9,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
110,2022-05-30 14:12:49+00:00,"1. Tokenized carbon credits
Carbon credits allow a company to emit one ton of CO2 because an offset project captures one ton of CO2 from the environment, such as through renewable energy investments, reforestation, carbon capture technologies, and more.",0,0,jakedamon12,en,token carbon credit carbon credit allow compani emit becaus offset project captur from environ such through renew energi invest reforest carbon captur technolog more,165,"Sentiment(polarity=0.25, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7269}",0.7269,Positive
111,2022-05-30 14:00:33+00:00,Togo to launch annual reforestation campaign on June 1 https://t.co/DkgtcIINoO https://t.co/qXGYnFhbA0,0,1,TogoFirst,en,togo launch annual reforest campaign june http dkgtciinoo http qxgynfhba,72,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
112,2022-05-30 13:16:00+00:00,"Where disease-carrying ticks are spreading #lymedisease 
https://t.co/6QlFNBZl4v https://t.co/dlDb8UvQaR",0,0,NCStories,en,where diseas carri tick spread #lymediseas http qlfnbzl http dldb uvqar,71,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
113,2022-05-30 13:14:13+00:00,"@do_not_test_me It is possible to reverse desertification. There’s some amazing things happening in Senegal right now. And China famously have done a lot of reforestation since the 70s. Greening Australia would be difficult and is probably not going to happen, maybe if we had a billion people",0,0,bigitalianmode,en,possibl revers desertif there some amaz thing happen seneg right china famous have done reforest sinc green australia would difficult probabl go happen mayb billion peopl,170,"Sentiment(polarity=0.021428571428571408, subjectivity=0.7089285714285714)","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
114,2022-05-30 13:01:47+00:00,"#RSE : ADP lance le challenge Kiplin pour ses collaborateurs... et ses clients ! Du 2 au 12 juin, nous allons courir pour participer à la reforestation avec l'objectif de planter 2000 arbres, en partenariat avec Reforest'Action. Un défi sportif💪 et environnemental 🌳 qui s'inscr https://t.co/88f3WRliGi",0,0,Olga_ACOUETEY,fr,#rse lanc challeng kiplin pour collaborateur client juin nou allon courir pour particip reforest avec objectif planter arbr partenariat avec reforest action sportif environnement inscr http wrligi,196,"Sentiment(polarity=0.1, subjectivity=0.1)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
115,2022-05-30 12:56:07+00:00,"@bacsilowg when angat buhay is officially established as an NGO, can we add reforestation and the restoration of our polluted waters sa ating programs 🥺",1,9,kryzpykream,en,when angat buhay offici establish reforest restor pollut water ate program,74,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
116,2022-05-30 12:51:01+00:00,"A forest can do magic, as soon as we enter it, our worries become lighter, we begin to relax, breathe oxygenated and purified air and feel better.Forests must be protected and reforestation is the order of the day.We need greener cities; all people and nature benefit from this https://t.co/7xgA7nWU7h",1,6,johnlinusTom1,en,forest magic soon enter worri becom lighter begin relax breath oxygen purifi feel better forest must protect reforest order need greener citi peopl natur benefit from thi http,175,"Sentiment(polarity=0.5, subjectivity=0.75)","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.886}",0.886,Positive
117,2022-05-30 12:26:24+00:00,@bacsilowg If we could start our biggest reforestation campaigns with a fresh and understanding leaders. Sana wala nang pakembut kembot. ACT NOW! REFORESTATION NOW! WE CAN'T CONTROL CLIMATE BUT WE CAN ADJUST NAMAN😭,1,3,Kropek51852839,en,could start biggest reforest campaign with fresh understand leader sana wala nang pakembut kembot reforest control climat adjust naman,134,"Sentiment(polarity=0.3, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",0.3182,Positive
118,2022-05-30 11:47:27+00:00,"@rovercrc Indeed! @rovercrc Climate change and a host of other disasters can occur without trees! So, spread the word about reforestation!

It is only available from @beverlytrees, where you can also reap the benefits of having a #NFTs tree and earning money by dancing your #NFT tree.🤩 https://t.co/DpE3hZzfR0",0,3,AzulLalida,en,inde climat chang host other disast occur without tree spread word about reforest onli avail from where also reap benefit have #nft tree earn money danc your #nft tree http hzzfr,178,"Sentiment(polarity=-0.125, subjectivity=0.375)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4588}",0.4588,Positive
119,2022-05-30 11:07:30+00:00,"Reforestation and Sustainability: Realigning Strategies for Climate Change Mitigation https://t.co/9IWIAZUJqq  In a gathering of political, business, and civil society leaders during the recent United Nations Climate Action Summit, 65 of the countries present vowed to cut their… https://t.co/V6Sl0uBwAf",0,0,eccponline,en,reforest sustain realign strategi climat chang mitig http iwiazujqq gather polit busi civil societi leader dure recent unit nation climat action summit countri present vow their http ubwaf,188,"Sentiment(polarity=0.03333333333333333, subjectivity=0.11666666666666665)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
120,2022-05-30 10:56:02+00:00,"@frances_cutler @HS2ltd More proof, if any were needed, that so few people know anything about translocation of soil and reforestation.",0,1,BRCWCo,en,more proof were need that peopl know anyth about transloc soil reforest,71,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
121,2022-05-30 10:48:00+00:00,"DHL Express continues sustainability commitment with Haribon Foundation’s reforestation program

Know more: https://t.co/b8n369z9td https://t.co/TseJPihRl6",0,1,BusinessMirror,en,express continu sustain commit with haribon foundat reforest program know more http http tsejpihrl,98,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.296}",0.296,Positive
122,2022-05-30 10:39:51+00:00,"Reforestación y propagación como resistencia ecológica.  sábado 28 de mayo con voluntarios se plantaron 50 Chaguales (planta endémica chilena) en laderas #Tunquén, region #Valpo, Chile.#pachamama #reforestation #ecoart @tunquensustent @documenta15 https://t.co/NV5LBc6pK8",2,3,mcoltrathennet,es,reforestaci propagaci como resistencia ecol gica bado mayo voluntario plantaron chagual planta mica chilena ladera #tunqu region #valpo chile #pachamama #reforest #ecoart http,175,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
123,2022-05-30 10:38:25+00:00,"A FOREST can do magic, as soon as we enter it, our worries become lighter, we begin to RELAX, BREATHE, OXYGENATED &amp; purified AIR  and feel better. Forests must be protected &amp; reforestation is the order of the day. We need greener CITIES; all PEOPLE and NATURE benefit from this. https://t.co/w5ozKo7LBB",1,6,enock_kiminta,en,forest magic soon enter worri becom lighter begin relax breath oxygen purifi feel better forest must protect reforest order need greener citi peopl natur benefit from thi http ozko,180,"Sentiment(polarity=0.5, subjectivity=0.75)","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.886}",0.886,Positive
124,2022-05-30 10:04:25+00:00,Highers:  We will look at Rio de Janerio this year and the problems (&amp; solutions) in Favela's.  A solution to landslides in some communities is to plant more trees to stabilise slopes reducing the chance landslides and death! https://t.co/6WKKlAHmRM  @knoxacademy @MissStobie https://t.co/Jw146ct041,1,0,AC_Geog,en,higher will look janerio thi year problem solut favela solut landslid some commun plant more tree stabilis slope reduc chanc landslid death http wkklahmrm http,159,"Sentiment(polarity=0.375, subjectivity=0.5)","{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.765}",-0.765,Negative
125,2022-05-30 10:01:59+00:00,"From mineralisation to forest conservation to blue carbon, there are many different types of carbon offset projects to wrap your head around.

Here's an overview: https://t.co/obJUlEzYiL

#offsetting #netzero",0,0,luneclimate,en,from mineralis forest conserv blue carbon there mani differ type carbon offset project wrap your head around here overview http objulezyil #offset #netzero,155,"Sentiment(polarity=0.0, subjectivity=0.1)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
126,2022-05-30 10:00:18+00:00,"Start planting! 🌱 Teaming up with the UN and their Playing4thePlanet initiative, we are supporting reforestation this year! 🌏 Did you know that there is a rainbow tree named Rainbow Eucalyptus? 🌳 More interesting facts about trees await you in our new special quiz! https://t.co/EnzKKODEcP",0,0,QuizDuel,en,start plant team with their play theplanet initi support reforest thi year know that there rainbow tree name rainbow eucalyptu more interest fact about tree await special quiz http enzkkodecp,191,"Sentiment(polarity=0.4285714285714286, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.8883}",0.8883,Positive
127,2022-05-30 09:44:29+00:00,"@EarthlingEco Dear #crypto❣

Don't miss $ETLG @EarthlingEco launched on #PancakeSwap!

Carbon credits to offset CO2 emissions by reforestation programs and renewable energy

On top of working for a better climate there's 3% $BUSD rewards in contract

#RichQuack #EarthlingEco https://t.co/AsvlbxOamE",2,7,Robert57036388,en,dear #crypto miss etlg launch #pancakeswap carbon credit offset emiss reforest program renew energi work better climat there busd reward contract #richquack #earthlingeco http asvlbxoam,185,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.048, 'neu': 0.599, 'pos': 0.353, 'compound': 0.8807}",0.8807,Positive
128,2022-05-30 09:21:43+00:00,"16. Our changemakers at @RgFoundation1 actively involve local communities in meaningful projects on waste management, reforestation and a range of other initiatives https://t.co/jsmZpPdkvJ",2,7,SunnySingh,en,changemak activ involv local commun meaning project wast manag reforest rang other initi http jsmzppdkvj,104,"Sentiment(polarity=-0.0625, subjectivity=0.1875)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
129,2022-05-30 09:07:48+00:00,"We love amplifying the presence of our #carbonsequestration ecosystem. 

Today, we're proud to feature Treedom (https://t.co/Mt2wCzAWlQ), which aims to neutralize all the #CO2 emissions of individuals, businesses, promotional events, and implement #reforestation projects.

#NFTs https://t.co/tQ8TgRnBRI",0,1,_avatree,en,love amplifi presenc #carbonsequestr ecosystem today proud featur treedom http wczawlq which aim neutral emiss individu busi promot event implement #reforest project #nft http tgrnbri,183,"Sentiment(polarity=0.65, subjectivity=0.8)","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8074}",0.8074,Positive
130,2022-05-30 09:04:56+00:00,"@Brayster_ @wrong_jane You're right. We continually cross thresholds without knowing exactly what &amp; where they are. Yet, we can do a number of things in parallel to mitigate risks. Stop burning FFs, use our natural resources .. draw down the % thru reforestation etc. But we still have a lot to learn.",1,2,EntropyAll,en,right continu cross threshold without know exactli what where they number thing parallel mitig risk stop burn natur resourc draw down thru reforest still have learn,164,"Sentiment(polarity=0.03253968253968253, subjectivity=0.20615079365079364)","{'neg': 0.15, 'neu': 0.804, 'pos': 0.045, 'compound': -0.4588}",-0.4588,Negative
131,2022-05-30 09:01:08+00:00,"🌳 We’re committed to providing full transparency for peace of mind that 100% of donations are genuinely contributing towards forest reforestation. We’ll always show receipts for anything we do 🤓 

#cacticlub #defi #nft #nftcollection https://t.co/r8HkmsrZD6",0,7,Ultra99Studios,en,commit provid full transpar peac mind that donat genuin contribut toward forest reforest alway show receipt anyth #cacticlub #defi #nft #nftcollect http hkmsrzd,160,"Sentiment(polarity=0.35, subjectivity=0.55)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.296,Positive
132,2022-05-30 08:59:29+00:00,"@ProfPankajJain @YaleE360 I think it's primarily a funding issue. After all, you have organisations like @AmericanForests doing great work.

Btw, I think it's better to talk about reforestation instead of just planting trees, as it's much more effective. See the Miyawaki Technique: https://t.co/7Pdv2mdOEK",1,1,coopossum,en,think primarili fund issu after have organis like do great work think better talk about reforest instead just plant tree much more effect miyawaki techniqu http mdoek,166,"Sentiment(polarity=0.6, subjectivity=0.5833333333333334)","{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.8591}",0.8591,Positive
133,2022-05-30 08:34:19+00:00,"@EarthlingEco Good morning ❣

Don't miss $ETLG @EarthlingEco already launch on #PancakeSwap 

Carbon credits to offset CO2 emissions by reforestation programs and renewable energy

On top of working for a better climate there's 3% $BUSD rewards in contract

#RichQuack #EarthlingEco https://t.co/iPSCneTh7y",1,6,CaptQUACKerman,en,good morn miss etlg alreadi launch #pancakeswap carbon credit offset emiss reforest program renew energi work better climat there busd reward contract #richquack #earthlingeco http ipscneth,189,"Sentiment(polarity=0.6, subjectivity=0.55)","{'neg': 0.046, 'neu': 0.605, 'pos': 0.349, 'compound': 0.8885}",0.8885,Positive
134,2022-05-30 08:24:35+00:00,"@centristozzy @oneshottezza @DrewPavlou Carbon capture technology is not really helpful in its current form, Solar is a serious consideration but reforestation would be the best solution as it helps prevent desertification whilst capturing carbon and re building native ecosystems if done right.",0,0,Benconti2,en,carbon captur technolog realli help current form solar seriou consider reforest would best solut help prevent desertif whilst captur carbon build nativ ecosystem done right,172,"Sentiment(polarity=0.42857142857142855, subjectivity=0.41190476190476194)","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.8658}",0.8658,Positive
135,2022-05-30 08:22:43+00:00,@centristozzy @oneshottezza @DrewPavlou The evaporation rate would mean a constant/consistent supply of water would be necessary at that scale. Reforestation in around the Grain belts of WA and NSW with greater protection for the river systems could work better but slowly.,0,0,Benconti2,en,evapor rate would mean constant consist suppli water would necessari that scale reforest around grain belt with greater protect river system could work better slowli,165,"Sentiment(polarity=0.171875, subjectivity=0.5052083333333333)","{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7906}",0.7906,Positive
136,2022-05-30 08:21:47+00:00,"A forest can do magic, as soon as we enter it, our worries become lighter, we begin to relax, breathe oxygenated and purified air and feel better.
Forests must be protected and reforestation is the order of the day.
We need greener cities; all people and nature benefit from this. https://t.co/UU72iTKejT",43,150,Greenisamissio1,en,forest magic soon enter worri becom lighter begin relax breath oxygen purifi feel better forest must protect reforest order need greener citi peopl natur benefit from thi http itkejt,182,"Sentiment(polarity=0.5, subjectivity=0.75)","{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.886}",0.886,Positive
137,2022-05-30 08:12:50+00:00,"@FairventuresUg we combine best-practice #agroforestry and technology to create sustainable forests where local communities can economically thrive and global value-chain actors can contribute to reforestation, increased biodiversity, and the reversal of climate change. #climate https://t.co/pspB1rm8uC",5,23,FairventuresUg,en,combin best practic #agroforestri technolog creat sustain forest where local commun econom thrive global valu chain actor contribut reforest increas biodivers revers climat chang #climat http pspb,196,"Sentiment(polarity=0.3333333333333333, subjectivity=0.09999999999999999)","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.6369}",0.6369,Positive
138,2022-05-30 07:20:32+00:00,"Green Change Games Forests and Trillion Trees Initiative supports reforestation in several global regions and states worldwide. 
Read out more on: https://t.co/BMAqHykjhu and https://t.co/51YEGBI0xE
#DesertForest #ForestWeek #IntlForestDay #MontaneForest #WorldWaterDay.org https://t.co/ejKGa0dZhn",0,0,coby_kane,en,green chang game forest trillion tree initi support reforest sever global region state worldwid read more http bmaqhykjhu http yegbi #desertforest #forestweek #intlforestday #montaneforest #worldwaterday http ejkga dzhn,219,"Sentiment(polarity=-0.025000000000000022, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}",0.4019,Positive
139,2022-05-30 07:05:34+00:00,"tree seedlings with an estimation of 3.5 hectares equivalent of landscape restored.
#trees4biodiversity
#reforestation",0,1,gayoghana,en,tree seedl with estim hectar equival landscap restor #tree biodivers #reforest,78,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
140,2022-05-30 07:00:27+00:00,mashable: The Dronecoria team drops seeds via drones and aims to speed up reforestation. https://t.co/NBBrcpJ0BA,0,0,TechButthead,en,mashabl dronecoria team drop seed drone aim speed reforest http nbbrcpj,71,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negative
141,2022-05-30 06:55:52+00:00,"Une convention de 5 ans a été signée entre la mairie du Mont-Dore et l'ONG Conservation Internationale. En Calédonie, les experts et scientifiques de CI se sont engagés autour de la reforestation près des points de captage d'eau du Mont-Dore.
https://t.co/rgi3BcuooV",1,2,ncla1ere,fr,convent sign entr mairi mont dore conserv international doni expert scientifiqu sont engag autour reforest point captag mont dore http bcuoov,141,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
142,2022-05-30 06:34:00+00:00,"So far, we have planted over 863 real trees in our forest via Ecologi! 
738 mangroves in Madagascar
99 reforestation projects in Mozambique 
20 trees for forest restoration in Kenya
6 trees for planting forest gardens in Uganda

#wordpress #greenbusiness

https://t.co/TTy6zAEEG0 https://t.co/m9IQUTviHz",2,1,techgenuk,en,have plant over real tree forest ecolog mangrov madagascar reforest project mozambiqu tree forest restor kenya tree plant forest garden uganda #wordpress #greenbusi http zaeeg http iqutvihz,189,"Sentiment(polarity=0.2, subjectivity=0.30000000000000004)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
143,2022-05-30 06:27:09+00:00,"@centristozzy @DrewPavlou Never said I was a opposed to it just pointing out it would require a large amount of money. Reforestation and water protection would be very helpful in achieving this goal, farming reform would be necessary in the short term.",0,0,Benconti2,en,never said oppos just point would requir larg amount money reforest water protect would veri help achiev thi goal farm reform would necessari short term,152,"Sentiment(polarity=0.0, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.6486}",0.6486,Positive
144,2022-05-30 06:17:39+00:00,"Au Brésil, un couple a planté 2 millions d'arbres en 20 ans pour recréer une forêt 💚🌳😊 c’est tout ! ❤️#reforestation https://t.co/1MTp4sfshX",0,0,BFRAGRICULTURE,fr,coupl plant million arbr pour recr tout #reforest http sfshx,60,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.128}",-0.128,Negative
